物料代號,供應商簡稱,品名規格,單價,幣別,單位,預設收貨廠區
07-Stainless steel-cleaning rack-7.8K,頂晶,不鏽鋼清洗架訂製,7800,TWD,SET,新信路生產基地
07-deceleration brake motor-380V,頂晶,減速剎車馬達380V,7800,TWD,PCS,新信路生產基地
07S-04-CLEAN-RTANK,頂晶,再生槽保養 清潔工資,6500,TWD,PCS,新信路生產基地
07S-BRAKE-MOTOR-380V,頂晶,減速剎車馬達380V+檢修工資,10300,TWD,SET,新信路生產基地
07S-CLEAN-HMI,頂晶,自動清洗機用人機介面觸控面板,28500,TWD,SET,新信路生產基地
07S-CLEAN-RAIL-WHEEL,頂晶,自動清洗機維修(入出料氣缸軌道滑輪、工資),14000,TWD,SET,新信路生產基地
07S-CLEAN-REPAIR-23.8K,頂晶,自動清洗機維修(更換不鏽鋼無縫管，加熱器，感應器，電磁接觸器，檢修工資),23800,TWD,SET,新信路生產基地
07S-CLEAN-RTANK,頂晶,再生槽保養 清潔工資,6500,TWD,PCS,新信路生產基地
07S-CLEAN-SENSOR-REPAIR,頂晶,自動清洗機維修(氣缸SENSOR、調壓閥、空壓管、浮筒、工資),29000,TWD,SET,新信路生產基地
07S-CLEAN-SOLENOID VALVE-BASE,頂晶,自動清洗機維修(電磁閥、電磁閥底座、工資),17000,TWD,SET,新信路生產基地
07S-CLEAN-TANK,頂晶,自動化清洗機保養(第三槽、貯液槽、再生槽),7500,TWD,SET,新信路生產基地
07S-CONDENSER-TIMER-PVC-PIPE,頂晶,冰水機保養(清洗冷凝器、更換計時器、進水PVC管路改良),18200,TWD,SET,新信路生產基地
07S-FEED-PIPE-EXHAUST-30K5,頂晶,自動化清洗機-清洗劑入料管路工程及機台開抽氣孔,30500,TWD,SET,新信路生產基地
07S-FIX- pneumatic cylinder(Al alloy),頂晶,進料鋁合金氣壓缸+配件,9000,TWD,SET,新信路生產基地
07S-FIX-Repair,頂晶,檢修工資,6000,TWD,SET,新信路生產基地
07S-M-Ding Qin-DJC4-6M,頂晶,自動清洗機半年度清洗保養,7500,TWD,SET,新信路生產基地
07S-M-Ding Qin-Water Chiller-Y,頂晶,冰水機年度保養,13000,TWD,SET,新信路生產基地
07S-Parts installation-8.8K,頂晶,自動清洗機-三色燈、蜂鳴器、感應器安裝(含檢修工資),8800,TWD,SET,新信路生產基地
07S-Trolley replace sensor,頂晶,自動化清洗機上下左右台車感應器更換,26700,TWD,SET,新信路生產基地
07S-ULTRASOUND-CONTROL,頂晶,自動化清洗機-超音波清洗用控制箱維修,6000,TWD,SET,新信路生產基地
07S-replace sensor,頂晶,自動化清洗機更換進出料軌道用感應器,1500,TWD,PCS,新信路生產基地
07S-thermostat-4.5K,頂晶,更換溫度控制器EGO(含檢修工資),4500,TWD,SET,新信路生產基地
02-11SWS0201,實威,SOLIDWORKS Professional,188500,TWD,SET,新信路生產基地
02-21SIM0300-2,實威,SW SP 第二年維護合約,53625,TWD,SET,新信路生產基地
02-21SWS0285,實威,SOLIDWORKS Professional 維護服務合約 卓越進取包(三,71500,TWD,SET,新信路生產基地
07-11COL0701,實威,SOLIDWORKS PROFESSIONAL,221813,TWD,SET,新信路生產基地
07-21COL0700,實威,SOLIDWORKS PROFESSIONAL 維護合約(一年期),81250,TWD,SET,新信路生產基地
07-21SWS0230,實威,SOLIDWORKS Professional-軟體升級,182811,TWD,SET,新信路生產基地
07-21SWS0240,實威,SOLIDWORKS PROFESSIONAL-軟體升級 維護合約(一年期),81250,TWD,SET,新信路生產基地
07-FORM3-BLACK,實威,一般樹脂(黑)(51FLB0104),7040,TWD,PCS,中華西路總部
07-FORM3-GREY-PRO-V1-SW,實威,FORM3-灰色Pro樹脂(51FLB0106),11600,TWD,PCS,中華西路總部
07-FORM3-RIGID-4000-SW,實威,FORM3-高強度4K樹脂(51FLB0112),11440,TWD,PCS,中華西路總部
07-FORM3-SLOT-SW,實威,Form3 彈性成型槽(31FLB2701),7040,TWD,PCS,中華西路總部
07-SOLIDWORKS-PRO-3Y-3,實威,SOLIDWORKS Professional 維護服務合約(三年第三年),53625,TWD,SET,新信路生產基地
07-AT101K1MM6,茂祥,AT101K1MM6測溫線,100,TWD,SET,新信路生產基地
07-HR110V150W93100,茂祥,電熱管110V/150W-Φ9.3X100mm,500,TWD,SET,新信路生產基地
07-HR110V250W93100,茂祥,HR110V250W93100電熱管,400,TWD,SET,新信路生產基地
07-HR110V500W93245,茂祥,電熱管 110V/500W 9.3ΦX245mm,480,TWD,PCS,新信路生產基地
07-HR110V500W9324505M,茂祥,電熱管 110V/500W 9.3ΦX245mm+白鐵軟管0.2M,750,TWD,PCS,新信路生產基地
07-HR110V500W9324520,茂祥,電熱管110V/500W-Φ9.3X245mmX20mm,650,TWD,PCS,新信路生產基地
07-HR110V500W93245201M,茂祥,電熱管110V/500W-Φ9.3x245mmx20mm +白鐵軟管0.5M,985,TWD,PCS,新信路生產基地
07-HR220V500W9324505M,茂祥,電熱管 220V/500W 9.3ΦX245mm+白鐵軟管0.2M,750,TWD,PCS,新信路生產基地
07-HR220V500W9324520,茂祥,電熱管220V/500W-Φ9.3X245mmX20mm,650,TWD,PCS,新信路生產基地
07-HR220V500W93245201M,茂祥,電熱管220V/500W-Φ9.3x245mmx20mm +白鐵軟管0.5M,985,TWD,PCS,新信路生產基地
07-HR220V800W125220,茂祥,封裝模具用電熱管220V/800W O12.5X220L(含固定片),1150,TWD,PCS,新信路生產基地
07-CN-6015-A-25KG,群固,CN-6015-A(25KG桶裝),14500,TWD,PAIL,新信路生產基地
07-CN-6015-A-5KG,群固,CN-6015-A(5KG分裝),3000,TWD,PAIL,新信路生產基地
07-CN-6015-B-25KG,群固,CN-6015-B(25KG桶裝),14500,TWD,PAIL,新信路生產基地
07-CN-6015-B-5KG,群固,CN-6015-B(5KG分裝),3000,TWD,PAIL,新信路生產基地
07-CN8760-A-25KG,群固,Dow Corning CN8760 A 包裝(25kg),6625,TWD,KG,新信路生產基地
07-CN8760-B-25KG,群固,Dow Corning CN8760 B 包裝(25kg),6625,TWD,KG,新信路生產基地
07-LDC3140-300ML,群固,Dowsil LDC3140 包裝 :300 ml,770,TWD,PCS,新信路生產基地
07-PMX-200-1KG,群固,PMX-200 粘度50 (1KG/桶),400,TWD,PCS,新信路生產基地
07-TC-6032-A-5KG,群固,TC-6032-A(5KG分裝),10500,TWD,KG,新信路生產基地
07-TC-6032-B-5KG,群固,TC-6032-B(5KG分裝),10500,TWD,KG,新信路生產基地
07-LW-9389-DETECT,瑞領,LW-9389導熱墊片檢測費,6000,TWD,SET,新信路生產基地
FREIGHT,益利安,快遞費用,0,USD,SET,新信路生產基地
07-ATE-Test-Jig-Cylinder-MRZI,漢華,ATE測試治具(氣壓缸式)-MRZI專用,23540,TWD,SET,新信路生產基地
07-ATE-Test-Jig-Cylinder-MTQZ,漢華,ATE測試治具(氣壓缸式)-MTQZ專用,21100,TWD,SET,新信路生產基地
07-Test-Jig-Probe,漢華,測試治具探針(夾片式),100,TWD,PCS,新信路生產基地
FREIGHT,華譽,華譽運輸費用,0,TWD,SET,新信路生產基地
07-E-WIRE-紅黑高壓線,益和,紅黑高壓線(7703耗材),1800,TWD,SET,中華西路總部
07-INS-5437,益和,Microtest 5437變壓器測試機,180000,TWD,SET,新信路生產基地
07-Layer-short-tester,益和,層間短路測試機,135000,TWD,SET,新信路生產基地
INS-5267,益和,變壓器圈比測試機(5267),140000,TWD,SET,新信路生產基地
07-COIL-C-3K,偉祥,MJWI40客製化加熱線圈(COIL-C),3000,TWD,SET,新信路生產基地
07-LT-05-0.66-35K,偉祥,LT-05分機加熱頭(0.66版本),35000,TWD,SET,新信路生產基地
07-M7-24-079-5K,偉祥,MKWI80客製化加熱線圈和機台檢測及測試,5000,TWD,SET,新信路生產基地
07-O-COIL,偉祥,客製化加熱線圈(MKWI80),3000,TWD,SET,中華西路總部
07-TFS-105-0.5K,偉祥,電晶體式高週波加熱機用腳踏開關,500,TWD,SET,新信路生產基地
07-water pressure switch-0.5k,偉祥,水壓開關,500,TWD,SET,新信路生產基地
07-LS-P20/15-12V,勝特力,吸盤式電磁鐵12V-吸力2.5kg ( 92919 ),220,TWD,PCS,新信路生產基地
07-MEC0381VI,勝特力,MEC0381V1-0000-A99風扇,298,TWD,PCS,新信路生產基地
07-RSHN-2016,勝特力,"干擾濾波器RSHN-2016 250V(AC,DC)/16A",1520,TWD,PCS,新信路生產基地
07-050330,彩源,33RΩ 5W SQP 5% 水泥電阻,2.9,TWD,PCS,新信路生產基地
07-0508033,彩源,8.33Ω 5W SQP 水泥電阻,3.15,TWD,PCS,新信路生產基地
07-B-50010,彩源,1Ω 50W +/-1% 黃金鋁殼,110,TWD,PCS,新信路生產基地
07-B-5001280,彩源,128Ω 50W +/-1% 黃金鋁殼,110,TWD,PCS,新信路生產基地
07-B-500160,彩源,16Ω 50W +/-1% 黃金鋁殼,110,TWD,PCS,新信路生產基地
07-B-50020,彩源,2Ω 50W +/-1% 黃金鋁殼,110,TWD,PCS,新信路生產基地
07-B-5002560,彩源,256Ω 50W +/-1% 黃金鋁殼,110,TWD,PCS,新信路生產基地
07-B-500320,彩源,32Ω 50W +/-1% 黃金鋁殼,110,TWD,PCS,新信路生產基地
07-B-50040,彩源,4Ω 50W +/-1% 黃金鋁殼,110,TWD,PCS,新信路生產基地
07-B-5005120,彩源,512Ω 50W +/-1% 黃金鋁殼,110,TWD,PCS,新信路生產基地
07-B-500640,彩源,64Ω 50W +/-1% 黃金鋁殼,110,TWD,PCS,新信路生產基地
07-B-50080,彩源,8Ω 50W +/-1% 黃金鋁殼,110,TWD,PCS,新信路生產基地
07-B-500R1,彩源,0.1Ω 50W +/-1% 黃金鋁殼,110,TWD,PCS,新信路生產基地
07-B-500R2,彩源,0.2Ω 50W +/-1% 黃金鋁殼,110,TWD,PCS,新信路生產基地
07-B-500R4,彩源,0.4Ω 50W +/-1% 黃金鋁殼,110,TWD,PCS,新信路生產基地
07-B-500R8,彩源,0.8Ω 50W +/-1% 黃金鋁殼,110,TWD,PCS,新信路生產基地
07-RES-112.8-9W,彩源,水泥電阻112.8歐姆/5W,2.9,TWD,PCS,新信路生產基地
07-RES-144.6-5W,彩源,水泥電阻144.6歐姆5W,2.9,TWD,PCS,新信路生產基地
07-RES-36-5W,彩源,水泥電阻36歐姆/5W,2.9,TWD,PCS,新信路生產基地
07-RES-56.4-5W,彩源,水泥電阻56.4歐姆/5W,2.9,TWD,PCS,新信路生產基地
07-RES-6.3-5W,彩源,水泥電阻6.3歐姆/5W,2.9,TWD,PCS,新信路生產基地
07-RES-72.3-5W,彩源,水泥電阻72.3歐姆/5W,2.9,TWD,PCS,新信路生產基地
07-CAB-HS60,耘河,5542500(CAB-HS60+剝離器),24700,TWD,SET,新信路生產基地
02-B65804P2204X000,立驥,B65804P2204X000(CLAMP),4.8,TWD,PCS,新信路生產基地
02-B66285G0000X197,立驥,B66285G0000X197(鐵芯),45.8,TWD,PCS,新信路生產基地
02-B66285K0000X197,立驥,B66285K0000X197(鐵芯),29.6,TWD,PCS,新信路生產基地
07-ATMEGA328PB-AN,立驥,ATMEGA328PB-AN(TQFP),50,TWD,PCS,新信路生產基地
07-LHRF9033/TR1,立驥,LHRF9033/TR1,2.5,TWD,PCS,新信路生產基地
07-RSHN-2016,富邦,"干擾濾波器RSHN-2016 250V(AC,DC)/16A",950,TWD,PCS,新信路生產基地
07-INS-OTHR-MHE-120AJ,欣翔,落地型可程式恆溫恆濕機(標準型)-MHE-120AJ,326250,TWD,SET,中華西路總部
07S-CIRCULATION-FAN-MOTOR,欣翔,恆溫濕機-循環風扇馬達(含工帶料),8600,TWD,PCS,新信路生產基地
07S-MHK120-ANY,欣翔,MHK-120-ANY欠相保護器,1600,TWD,SET,新信路生產基地
07S-MHK120-COMP-FAN-MOTOR,欣翔,MHK-120維修-更換壓縮機散熱馬達(含工帶料),5600,TWD,PCS,新信路生產基地
07S-MHK120-EEV-PCB,欣翔,MHK-120維修(更換EEV冷凍系統板),10500,TWD,SET,新信路生產基地
07S-MHK120-ELECTRONIC,欣翔,MHK-120恆溫濕機維修(更換配電盤全部電子元件),48000,TWD,SET,新信路生產基地
07S-MHK120-MCU-PCB,欣翔,MHK-120恆溫濕機維修(更換MCU板),9500,TWD,SET,新信路生產基地
07S-MHK120-PCB,欣翔,MHK-120恆溫濕機維修(更換DI-DO控制電路板) ,14000,TWD,SET,新信路生產基地
07S-MHK120-S8521,欣翔,恆溫濕機維修(S8521控制器-新品),44000,TWD,SET,新信路生產基地
07S-MHK120-SENSOR-PCB,欣翔,MHK-120維修(更換SENSOR訊號控制板),13000,TWD,SET,新信路生產基地
07S-MHK120-motor+refrigerant,欣翔,MHK-120更換馬達跟冷媒,6000,TWD,SET,新信路生產基地
07S-TS138-TEST-CLEAN,欣翔,冷熱衝擊機-側端管路清洗熱交換器,9000,TWD,PCS,新信路生產基地
07S-TS138-TEST-CLEAN-CWT,欣翔,冷熱衝擊機-冷水水塔及熱交換器清洗,6500,TWD,SET,新信路生產基地
07S-TS138-TEST-COMP-1,欣翔,冷熱衝擊機-第一段冷凍系統壓縮機維修,78000,TWD,SET,新信路生產基地
07S-TS138BTWSC-28K,欣翔,斜率式冷熱衝機冷凍系統維修,28000,TWD,SET,新信路生產基地
06A-SB,冠憶,冠憶加工費,0,TWD,SET,新信路生產基地
07-210A-3K,旭日昇,控制面板組(210A),4200,TWD,SET,新信路生產基地
07-CONS-STA-2002S-Heater,旭日昇,STA-2002S漆包線裁斷焊錫機-加熱棒,800,TWD,PCS,新信路生產基地
07-CONS-STA-2002S-Sensor,旭日昇,STA-2002S漆包線裁斷焊錫機-感溫棒,1800,TWD,PCS,新信路生產基地
07-EQ_P-Tungsten Steel Cutter,旭日昇,鎢鋼切刀 - 尺寸約19x14x3mm,3600,TWD,PCS,新信路生產基地
07-H-METL-STA_BD_CA,旭日昇,鈦合金錫爐(依線材製作),15000,TWD,SET,新信路生產基地
07-STA-4CLAMP-7KX5,旭日昇,四葉脫膜刀(1組 / 5PCS),35000,TWD,SET,新信路生產基地
07-STA-6KNIFE,旭日昇,六葉脫膜刀(0.4mm 線徑用),8500,TWD,PCS,新信路生產基地
07-STA-BAKELITE,旭日昇,夾線座(含電木片),1300,TWD,SET,新信路生產基地
07-STA-HEATER100W,旭日昇,"加熱棒(6*5mm,100w)",800,TWD,PCS,新信路生產基地
07-STA-PUSEAT,旭日昇,STA-PUSEAT夾線座含優力膠,1300,TWD,PCS,新信路生產基地
07-STA-SMC-D-A73,旭日昇,SMC 磁性開關 D-A73,900,TWD,PCS,新信路生產基地
07-STA-STEEL-NEEDLE-0.8,旭日昇,STA-2002S鎢鋼導針(長30mm，內徑0.8mm),1100,TWD,PCS,新信路生產基地
07-STA-spindle,旭日昇,脫膜刀主軸,3000,TWD,PCS,新信路生產基地
07S-BRAKE-4.74K,旭日昇,繞線機(NO:011) 維修剎車器及碳刷,4740,TWD,SET,新信路生產基地
07S-BRAKE-6.4K,旭日昇,繞線機(NO:010) 更換剎車及相關小零件(含回程運費),6400,TWD,SET,新信路生產基地
07S-FIX-CPU replacement,旭日昇,繞線機更換CPU(含檢測費用),13500,TWD,SET,新信路生產基地
07S-STA 2002S REPAIR,旭日昇,STA-2002S漆包線裁斷焊錫機 - 派員到場檢修調整,12000,TWD,SET,新信路生產基地
07-TP-323M,統順,高週波預熱機 TP-323M(3KW-220V),255000,TWD,SET,新信路生產基地
07-TP-323M-filter sponge-0.5K,統順,高週波預熱機機TP-323M過濾海棉,500,TWD,SET,新信路生產基地
07S-24-019-2K,統順,高週波預熱機(NO:019)維修-,2000,TWD,SET,新信路生產基地
07S-24-019-3.15K,統順,高週波預熱機發振筒清潔,3000,TWD,SET,新信路生產基地
07S-24-019-4.5K,統順,高週波預熱機用加熱計時器更換,4500,TWD,SET,新信路生產基地
07S-24-109-4K,統順,高週波預熱機用矽整流器更換,4000,TWD,SET,新信路生產基地
07S-24-109-relay-3K,統順,高週波預熱機用繼電器更換,3000,TWD,SET,新信路生產基地
07-T082-MKW10M&MKZI10/20,運廣通,抗靜電透明tray-MKW10M&MKZI10/20模具,24000,TWD,SET,新信路生產基地
FREIGHT,天方,運費,55,TWD,SET,新信路生產基地
07-ATmega328P-AU-EL,MOUSER,ATmega328P-AU 電子負載主板IC,75.25,TWD,PCS,新信路生產基地
07-AOT-DT-BUTTON-Y-LIGHT,德律,SWITCH PUSH-BUTTON SWITCH YELLOW WITH,1500,TWD,PCS,新信路生產基地
07-AOT-DT-DSP-SLAVE-MODULE,德律,AOI DSP SLAVE MODULE,15500,TWD,PCS,新信路生產基地
07S-BEARING SLEEVE REPAIR,德律,PART8191010100761+PART8191010100282,5400,TWD,SET,新信路生產基地
07S-FIX-re-installing the system,德律,on site service fee(per person per hou,1500,TWD,SET,新信路生產基地
07S-PART8191010100282-REPAIR,德律,PART8191010100282(夾板組橫桿維修),9600,TWD,SET,新信路生產基地
TH-300,豪美,TH-300三層塑膠推車90x50x104m,2980,TWD,SET,新信路生產基地
07-BUTTON SWITCH,亦勵光電,按鈕開關,500,TWD,SET,新信路生產基地
07-FMR-CD-30W-Integeral,亦勵光電,氣冷式CO2雷射雕刻機30W(一體式箱桌+1KVA穩壓器),439500,TWD,SET,新信路生產基地
07-INS-AVR-1KVA,亦勵光電,機械式1KVA穩壓器,11000,TWD,SET,新信路生產基地
07-LASER-10600NM-GOGGLE,亦勵光電,波長10600nm雷射護目鏡(含收納保護包),7500,TWD,SET,新信路生產基地
07S-FIX-PC,亦勵光電,PC異常維修,2800,TWD,SET,新信路生產基地
07S-FIX-XY TABLE-M7-10-011,亦勵光電,滑台檢修,32500,TWD,SET,新信路生產基地
07S-SPI-20W-MODULE,亦勵光電,SPI-20W雷雕機維修(更換新品SPI-20W雷射模組)+工資,350000,TWD,SET,新信路生產基地
07S-SPI-30W,亦勵光電,SPI-30W雷雕機維修,2800,TWD,SET,新信路生產基地
07S-SPI-30W-SH POWER,亦勵光電,SPI-30W雷雕機維修(SH POWER+工資),4800,TWD,SET,新信路生產基地
07S-SPI-30W-XYTABLE,亦勵光電,SPI-30W雷雕機維修(滑台異常),4300,TWD,SET,新信路生產基地
07-PDSBC-RUBBER,興溢,陶瓷焊頭人工清潔橡質磨石,3400,TWD,PCS,新信路生產基地
07-EE5-A37-31T-1,耀勝,EE5-A37-31T-1變壓器樣品,10.5,TWD,PCS,新信路生產基地
FREIGHT,耀勝,運費,400,TWD,SET,新信路生產基地
FREIGHT,麗綺,快遞運費,632,TWD,SET,新信路生產基地
07-S-ZWCAD_2024Edition,蕾特,ZWCAD-2024(商業標準版-單機),27800,TWD,SET,中華西路總部
07-ZWCAD-2023Edition,蕾特,ZWCAD-2023(商業標準版-單機),28900,TWD,SET,新信路生產基地
ZWCAD+2021,蕾特,ZWCAD+2021(商業標準版-單機),27000,TWD,PCS,新信路生產基地
07-EL_BACK PANEL V1,宏周,EL_BACK PANEL V1雙層板1.6T,4800,TWD,SET,新信路生產基地
07-EL_FRONT PANEL V1,宏周,EL_FRONT PANEL V1雙層板1.6T,5800,TWD,SET,新信路生產基地
02- MRZI150-24VIN-A-FIRST-CF,呈福,MRZI150-24Vin首件控制板接腳治具,3800,TWD,SET,新信路生產基地
02-BP-200X300X3,呈福,電木板-200X300X3,300,TWD,PCS,新信路生產基地
02-MDWI20-ACF-RD,呈福,MDWI20-主副板接腳治具-RD,2400,TWD,SET,新信路生產基地
02-MDWI20-MCF-RD,呈福,MDWI20-主板接腳治具-RD,3500,TWD,SET,新信路生產基地
02-MJWI40-FIRST-GF-SCF,呈福,MJWI40首件副板接腳治具,2400,TWD,SET,新信路生產基地
02-MRZI150-24V PIN HEADER-CF,呈福,MRZI150-24V訊號PIN接腳治具固定塊,4500,TWD,SET,新信路生產基地
02-MRZI150-24V-L3-CF-B-RD,呈福,MRZI150-24V電感接腳治具本體(研發用),1800,TWD,SET,新信路生產基地
02-MRZI150-24V-L3-CF-C-RD,呈福,MRZI150-24V電感接腳治具上蓋(研發用),1000,TWD,SET,新信路生產基地
02-MRZI150-24V-PIN-CF-B-RD,呈福,MRZI150-24V訊號PIN接腳治具本體(研發用),1800,TWD,SET,新信路生產基地
02-MRZI150-24V-T1-CF-C-RD,呈福,MRZI150-24V變壓器接腳治具上蓋(研發用),1000,TWD,SET,新信路生產基地
02-MRZI150-24VIN CP&SMP-CF,呈福,MRZI150-24VIN 控制板與鋁基板焊接治具,1200,TWD,SET,新信路生產基地
02-MRZI150-24VIN T1-CF,呈福,MRZI150-24VIN 變壓器結合焊接PIN治具,1800,TWD,SET,新信路生產基地
02-MRZI150-24VIN-CG,呈福,MRZI150-24VIN 鐵芯研磨治具,3600,TWD,SET,新信路生產基地
07-2006 CASE-AP-SY-FIX,呈福,MAU100 自動灌注合成石固定治具,2800,TWD,SET,新信路生產基地
07-20X14.5X6T-A6061,呈福,20X14.5X6T鋁,80,TWD,PCS,新信路生產基地
07-20X19X6T-A6061,呈福,20X19X6T鋁塊,80,TWD,PCS,新信路生產基地
07-32X20X20T-A6061,呈福,32*20*20T鋁塊,150,TWD,PCS,新信路生產基地
07-33*21*1T-GLASS FIBER,呈福,玻璃纖維33*21*1T,20,TWD,PCS,新信路生產基地
07-A086-HS-17-LO,呈福,AYM-60 HS-17 散熱片鎖合治具,1500,TWD,SET,新信路生產基地
07-AAF-03-05-CF-SUB,呈福,AAF-03-05接腳治具支撐座,20,TWD,PCS,新信路生產基地
07-AAF03&05-NEW-MB,呈福,AAF03&05-新款壓條,800,TWD,SET,新信路生產基地
07-AAF03&05-NEW-MP,呈福,AAF03&05-新割板治具,5200,TWD,SET,新信路生產基地
07-ABF04-ASM,呈福,ABF-04自動焊接治具,19500,TWD,SET,新信路生產基地
07-ABF04L1Kink-SF,呈福,ABF-04 L1 Kink成型治具,700,TWD,SET,新信路生產基地
07-ACF10 R10-ST-BASE-TR,呈福,ACF-10 R10石無鉛波焊載具底座,1000,TWD,SET,新信路生產基地
07-ACM-05-L,呈福,四軸膠機-軸心固定座(加長版),3000,TWD,PCS,新信路生產基地
07-ADAPTER-PLATE,呈福,工作桌轉接板,2800,TWD,PCS,新信路生產基地
07-ADJUSTABLE-HANDLE,呈福,平面度檢驗機調整把手,400,TWD,PCS,新信路生產基地
07-AIF15-PCB-MTR,呈福,AIF-15 PCB款主板迴銲載具,900,TWD,SET,新信路生產基地
07-AIR-FIXTUR,呈福,氣壓缸治具,4500,TWD,SET,新信路生產基地
07-AJM24-NEW-MB,呈福,AJM24新款壓條,1000,TWD,SET,新信路生產基地
07-AMF07-CHA-BASE-MWTR,呈福,AMF-07 Chassis款主板波焊載具底座,1200,TWD,PCS,新信路生產基地
07-AMF07-CHA-COVER-MWTR,呈福,AMF-07 Chassis款主板波焊載具上蓋,200,TWD,PCS,新信路生產基地
07-AMF07-CHA-LIMIT-MWTR,呈福,AMF-07 Chassis款主板波焊載具限位框,500,TWD,PCS,新信路生產基地
07-AMF07-Chassis-MTR,呈福,AMF-07 Chassis主板迴銲載具,900,TWD,SET,新信路生產基地
07-AMF07-MB,呈福,AMF-07 主板割板壓條,2800,TWD,PCS,新信路生產基地
07-AMF07-MP,呈福,AMF-07 主板割板治具,4800,TWD,SET,新信路生產基地
07-AMF07-PCB-BASE-MWTR,呈福,AMF-07 PCB款主板波焊載具底座,1200,TWD,PCS,新信路生產基地
07-AMF07-PCB-COVER-MWTR,呈福,AMF-07 PCB款主板波焊載具上蓋,200,TWD,PCS,新信路生產基地
07-AMF07-PCB-LIMIT-MWTR,呈福,AMF-07 PCB款主板波焊載具限位框,500,TWD,PCS,新信路生產基地
07-AMF07C-10T,呈福,AMF-07 Chassis款(MINMAX)端子台壓條,150,TWD,PCS,新信路生產基地
07-AMF07C-LED-10T,呈福,AMF-07 Chassis款(MINMAX)LED端子台壓條,150,TWD,PCS,新信路生產基地
07-AMF07CD-6T,呈福,AMF-07 Chassis款(TRACO)端子台壓條,150,TWD,PCS,新信路生產基地
07-AMF07CD-LED-6T,呈福,AMF-07 Chassis款(TRACO)LED端子台壓條,150,TWD,PCS,新信路生產基地
07-AMF15-CHA-190-1ST-MWTR,呈福,AMF-15 Chassis款主板波焊載具第一層限位框(190X55X5T),300,TWD,PCS,新信路生產基地
07-AMF15-CHA-210-2ND-MWTR,呈福,AMF-15 Chassis款主板波焊載具第二層限位框(210X55X5T),300,TWD,PCS,新信路生產基地
07-AMF15-CHA-BASE-MWTR,呈福,AMF-15 Chassis款主板波焊載具底座,1200,TWD,PCS,新信路生產基地
07-AMF15-CHA-COVER-MWTR,呈福,AMF-15 Chassis款主板波焊載具上蓋,200,TWD,PCS,新信路生產基地
07-AMF15-Chassis-MTR,呈福,AMF-15 Chassis主板迴銲載具,900,TWD,PCS,新信路生產基地
07-AMF15-PCB-175-1ST-MWTR,呈福,AMF-15 PCB款主板波焊載具第一層限位框(175X70X5T),300,TWD,PCS,新信路生產基地
07-AMF15-PCB-210-2ND-MWTR,呈福,AMF-15 PCB款主板波焊載具第二層限位框(210X70X5T),300,TWD,PCS,新信路生產基地
07-AMF15-PCB-BASE-MWTR,呈福,AMF-15 PCB款主板波焊載具底座,1200,TWD,PCS,新信路生產基地
07-AMF15-PCB-COVER-MWTR,呈福,AMF-15 PCB款主板波焊載具上蓋,200,TWD,PCS,新信路生產基地
07-AMF15-PCB-DP-SK,呈福,AMF-15 PCB半成品下壓擋板,700,TWD,PCS,新信路生產基地
07-AMF15C-10T,呈福,AMF-15 Chassis款(MINMAX)端子台壓條,150,TWD,PCS,新信路生產基地
07-AMF15C-LED-10T,呈福,AMF-15 Chassis款(MINMAX)LED端子台壓條,150,TWD,PCS,新信路生產基地
07-AMF15CD-6T,呈福,AMF-15 Chassis款(TRACO)端子台壓條,150,TWD,PCS,新信路生產基地
07-AMF15CD-LED-6T,呈福,AMF-15 Chassis款(TRACO)LED端子台壓條,150,TWD,PCS,新信路生產基地
07-AMF30-Chassis-MTR,呈福,AMF-30 Chassis款主板迴焊載具,900,TWD,SET,新信路生產基地
07-AMF30-PCB-MTR,呈福,AMF-30 PCB款主板迴焊載具,900,TWD,SET,新信路生產基地
07-AMF30-PCB-MWTR,呈福,AMF-30 PCB款主板波銲載具,1800,TWD,SET,新信路生產基地
07-AMF30C-ATK-MWTR,呈福,AMF-30 Chassis款(MINMAX)主板波銲載具,2100,TWD,SET,新信路生產基地
07-AMF30C-JST-MWTR,呈福,AMF-30 Chassis款(TRACO)主板波銲載具,2100,TWD,SET,新信路生產基地
07-AMF60-Chassis-MTR,呈福,AMF-60 Chassis款主板迴銲載具,600,TWD,SET,新信路生產基地
07-AMF60-PCB-MTR,呈福,AMF-60 PCB款主板迴銲載具,600,TWD,SET,新信路生產基地
07-AMF60-PCB-MWTR,呈福,AMF-60 PCB款主板波銲載具,1600,TWD,SET,新信路生產基地
07-AMF60C-ATK-MWTR,呈福,AMF-60 Chassis款(MINMAX)主板波銲載具,2000,TWD,SET,新信路生產基地
07-AMF60C-JST-MWTR,呈福,AMF-60 Chassis款(TRACO)主板波銲載具,2000,TWD,SET,新信路生產基地
07-APM40-OUT-SMB,呈福,APM-40 Chassis輸出副板壓條,2800,TWD,PCS,新信路生產基地
07-APM40S-MWTR,呈福,APM-40S主板波焊載具,1500,TWD,SET,新信路生產基地
07-ARTIFICIAL-INSERT PIN-B-B,呈福,底座治具底板(75*70*8T 電木),600,TWD,SET,新信路生產基地
07-ARTIFICIAL-INSERT PIN-B-P-,呈福,底座治具墊塊(70*30.6*10T 電木),500,TWD,SET,新信路生產基地
07-ARTIFICIAL-INSERT PIN-B-T-,呈福,底座治具上蓋(75*70*5T 電木),600,TWD,SET,新信路生產基地
